ORDER_ID,PART NO,PRICE,MARGIN_PERCENT,FINAL_UNIT_PRICE,FINAL_TOTAL,GENERATED_DATE
68724202,AG282000-03,3500.0,100.0,7000.0,21000.0,2026-02-23
674c127e,AG282000-03,700.0,15.0,804.9999999999999,2414.9999999999995,2026-02-23
ba5de762,69-41937-8,3500.0,100.0,7000.0,14000.0,2026-02-23
37febee0,251A1481-17,1500.0,100.0,3000.0,3000.0,2026-02-23
